0.161161,6.820572,1
1.655256,7.057364,1
-0.517058,9.366643,1
-0.17627,3.193174,1
-0.997183,3.705823,1
-2.105163,7.823405,1
-0.590923,6.796836,1
-1.450448,6.666511,1
-0.998861,7.394927,1
0.742011,7.210803,1
2.291506,7.992899,1
1.312789,9.719047,1
0.231669,9.804572,1
0.604353,5.081041,1
0.302177,4.253327,1
0.142694,3.62163,1
0.965286,5.241922,1
0.090653,11.51257,1
-0.720187,8.283644,1
-0.765514,5.05927,1
0.485161,3.591822,1
0.916602,2.840611,1
2.049764,6.73047,1
2.422449,7.954192,1
2.130345,9.791438,1
1.484023,10.986749,1
-0.755441,10.633317,1
-1.403442,9.275328,1
-0.79741,5.270073,1
-0.40626,4.672825,1
0.134301,3.408593,1
1.660292,9.016107,1
1.849992,7.887642,1
-1.259069,6.270922,1
1.898676,5.884122,1
1.97422,4.720665,1
-1.2171,5.189238,1
1.515919,4.212808,1
-1.440375,4.463817,1
1.913785,3.810449,1
-1.299359,3.610978,1
-1.069369,2.557027,1
1.334613,2.906241,1
-0.794053,2.206709,1
-0.55399,2.058791,1
0.713472,3.553523,1
-0.377721,1.881277,1
-0.226632,1.90539,1
-0.117513,2.128783,1
-0.015109,1.918762,1
0.151088,2.126663,1
0.313928,2.32412,1
0.461659,2.299338,1
0.624498,2.48104,1
-0.414653,4.029566,1
0.884706,3.514806,1
-0.637928,4.216058,1
0.740333,4.415617,1
-2.702802,9.427522,1
-2.553392,7.913129,1
1.007255,8.468402,1
-2.32676,8.646921,1
-2.226034,6.898626,1
1.339649,7.990164,1
-1.898676,5.884122,1
-1.888604,4.984246,1
-1.656935,4.159367,1
1.196955,6.499984,1
-1.818096,3.619927,1
1.52767,5.328599,1
-2.01451,2.752869,1
-1.964148,3.296911,1
-2.090055,2.420558,1
1.04083,4.135066,1
-1.510883,2.064652,1
-1.52767,2.564264,1
-1.148271,2.28627,1
-0.218239,5.538964,1
-0.56742,5.514144,1
-1.254033,1.452335,1
1.025722,2.574846,1
1.692189,2.961932,1
-0.44655,2.951241,1
2.182386,3.663235,1
3.011693,4.653757,1
-1.339649,7.990164,1
3.491818,5.861175,1
3.444813,6.858809,1
3.647943,7.943726,1
-0.047005,5.969481,1
2.714553,10.088074,1
3.535466,10.956641,1
-0.478446,12.143112,1
0.693327,12.559817,1
2.009474,13.280583,1
2.548356,13.838675,1
-1.034115,11.894463,1
2.503029,14.92899,1
-2.58361,11.874723,1
2.573537,15.349525,1
-3.466637,12.091821,1
1.102944,15.524642,1
1.0274,14.461311,1
0.112477,14.284115,1
-5.222618,11.910635,1
-5.346847,12.785134,1
-4.321125,13.39145,1
-2.764916,12.708037,1
2.810242,11.164678,1
3.66473,12.033265,1
3.936689,13.73139,1
3.948441,9.441329,1
4.688773,9.335601,1
-4.358058,8.307147,1
-3.681518,8.396021,1
-3.372626,9.887539,1
-1.930573,10.483845,1
0.695006,9.782651,1
-3.970264,11.033545,1
-2.936149,10.911591,1
-0.035254,4.477111,1
-2.644045,3.613141,1
